name,kingdom,phylum,class,order,family,genus,species,nutritional components
Ostrich,Animalia,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,Ostrich,"Considered a high-protein, low-fat, low-cholesterol, and low-calorie ingredient. Ostrich meat contains approximately 21.8g of protein per 100g, while the fat content is only 1.9g per 100g. It is also rich in minerals such as iron, calcium, zinc, and selenium, as well as 27 essential amino acids for the human body."
Emu,Animalia,Chordata,Aves,Casuariiformes,Dromaiidae,Dromaius,Emu,"Emu eggs are nutrient-rich, with low cholesterol content, and are rich in collagen and various trace elements. Emu meat has a high protein content and low fat content, making it suitable as a health food. It also contains vitamins and minerals."
Giant Freshwater Prawn,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Giant Freshwater Prawn,"Rich in protein, with high cholesterol content, but also contains abundant taurine, which helps reduce serum cholesterol in humans. It is rich in trace elements such as potassium, iodine, magnesium, and phosphorus. It also contains vitamins A, E, B1, B2, and niacin."
Macrobrachium rosenbergii,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium rosenbergii,"Rich in protein, with high cholesterol content, but also contains abundant taurine, which helps reduce serum cholesterol in humans. It is rich in trace elements such as potassium, iodine, magnesium, and phosphorus. It also contains vitamins A, E, B1, B2, and niacin."
Exopalaemon modestus,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Exopalaemon,Exopalaemon modestus,"Rich in protein, with high cholesterol content, but also contains abundant taurine, which helps reduce serum cholesterol in humans. It is rich in trace elements such as potassium, iodine, magnesium, and phosphorus. It also contains vitamins A, E, B1, B2, and niacin."
Macrobrachium nipponense,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium nipponense,"Rich in protein, with high cholesterol content, but also contains abundant taurine, which helps reduce serum cholesterol in humans. It is rich in trace elements such as potassium, iodine, magnesium, and phosphorus. It also contains vitamins A, E, B1, B2, and niacin."
Atyopsis spinipes,Animalia,Arthropoda,Malacostraca,Decapoda,Atyidae,Atyopsis,Atyopsis spinipes,"Rich in protein, with high cholesterol content, but also contains abundant taurine, which helps reduce serum cholesterol in humans. It is rich in trace elements such as potassium, iodine, magnesium, and phosphorus. It also contains vitamins A, E, B1, B2, and niacin."
Chinese mitten crab,Animalia,Arthropoda,Malacostraca,Decapoda,Varunidae,Eriocheir,Eriocheir sinensis,"Rich in protein, vitamin A, vitamin E, and B vitamins. Contains abundant calcium, phosphorus, potassium, sodium, magnesium, and selenium, with a particularly high selenium content of up to 56.7 micrograms per 100 grams. Also contains a certain amount of carbohydrates, dietary fiber, cholesterol, and various amino acids."
Ghost shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemonetes,Palaemonetes paludosus,"Rich in protein, with high cholesterol content, but also contains abundant taurine, which helps reduce serum cholesterol in humans. It is rich in trace elements such as potassium, iodine, magnesium, and phosphorus. It also contains vitamins A, E, B1, B2, and niacin."
Neocaridina denticulata sinensis,Animalia,Arthropoda,Malacostraca,Decapoda,Atyidae,Neocaridina,Neocaridina denticulata sinensis,"Rich in protein, with high cholesterol content, but also contains abundant taurine, which helps reduce serum cholesterol in humans. It is rich in trace elements such as potassium, iodine, magnesium, and phosphorus. It also contains vitamins A, E, B1, B2, and niacin."
Serrated Hua Crab,Animalia,Arthropoda,Malacostraca,Decapoda,Freshwater Crab Family,Hua Crab Genus,Serrated Hua Crab,"Rich in protein, vitamin A, vitamin E, and B vitamins. Contains abundant calcium, phosphorus, potassium, sodium, magnesium, and selenium, with a particularly high selenium content of up to 56.7 micrograms per 100 grams. Also contains a certain amount of carbohydrates, dietary fiber, cholesterol, and various amino acids."
Hairy-footed Freshwater Crab,Animalia,Arthropoda,Malacostraca,Decapoda,Freshwater Crab Family,Freshwater Crab Genus,Hairy-footed Freshwater Crab,"Rich in protein, vitamin A, vitamin E, and B vitamins. Contains abundant calcium, phosphorus, potassium, sodium, magnesium, and selenium, with a particularly high selenium content of up to 56.7 micrograms per 100 grams. Also contains a certain amount of carbohydrates, dietary fiber, cholesterol, and various amino acids."
Lynx,Animalia,Chordata,Mammalia,Carnivora,Cat Family,Lynx Genus,Eurasian Lynx,"Contains proteins, fats, vitamins, and minerals commonly found in other types of meat."
Snow Leopard,Animalia,Chordata,Mammalia,Carnivora,Cat Family,Leopard Genus,Snow Leopard,"Contains proteins, fats, vitamins, and minerals commonly found in other types of meat."
Snow Chicken,Animalia,Chordata,Aves,Galliformes,Phasianidae,Snow Chicken Genus,Snow Chicken,"Rich in fats and proteins. Contains various vitamins such as Vitamin B group (including Vitamin B1, Vitamin B2, niacin, etc.), and Vitamin E. Contains minerals like iron, zinc, phosphorus, potassium, and selenium."
Mule,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Mule,"Rich in protein, low in fat"
Field snail,Animalia,Mollusca,Gastropoda,Mesogastropoda,Viviparidae,Cipangopaludina,Chinese mystery snail,"Snail meat is high in protein, containing various essential amino acids for the human body, including flavor-enhancing amino acids such as glutamic acid. It is rich in minerals like calcium, phosphorus, iron, and zinc, and contains various vitamins such as vitamin A, vitamin E, and B vitamins including vitamin B1, vitamin B2, and niacin. It also includes carbohydrates and crude ash."
Turret snail,Animalia,Mollusca,Gastropoda,Mesogastropoda,Turritellidae,Turritella,Turret snail,"Snail meat is high in protein, containing various essential amino acids for the human body, including flavor-enhancing amino acids such as glutamic acid. It is rich in minerals like calcium, phosphorus, iron, and zinc, and contains various vitamins such as vitamin A, vitamin E, and B vitamins including vitamin B1, vitamin B2, and niacin. It also includes carbohydrates and crude ash."
Conch,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,Neptunea cumingii,"Snail meat is high in protein, containing various essential amino acids for the human body, including flavor-enhancing amino acids such as glutamic acid. It is rich in minerals like calcium, phosphorus, iron, and zinc, and contains various vitamins such as vitamin A, vitamin E, and B vitamins including vitamin B1, vitamin B2, and niacin. It also includes carbohydrates and crude ash."
Stone snail,Animalia,Mollusca,Gastropoda,Mesogastropoda,Viviparidae,Bellamya,Stone Snail,"Snail meat is high in protein, containing various essential amino acids for the human body, including flavor-enhancing amino acids such as glutamic acid. It is rich in minerals like calcium, phosphorus, iron, and zinc, and contains various vitamins such as vitamin A, vitamin E, and B vitamins including vitamin B1, vitamin B2, and niacin. It also includes carbohydrates and crude ash."
Ear River Snail,Animalia,Mollusca,Gastropoda,Mesogastropoda,Viviparidae,River Snail,River Snail,"Snail meat is high in protein, containing various essential amino acids for the human body, including flavor-enhancing amino acids such as glutamic acid. It is rich in minerals like calcium, phosphorus, iron, and zinc, and contains various vitamins such as vitamin A, vitamin E, and B vitamins including vitamin B1, vitamin B2, and niacin. It also includes carbohydrates and crude ash."
Golden Apple Snail,Animalia,Mollusca,Gastropoda,Mesogastropoda,Ampullariidae,Pomacea,Golden Apple Snail,"Snail meat is high in protein, containing various essential amino acids for the human body, including flavor-enhancing amino acids such as glutamic acid. It is rich in minerals like calcium, phosphorus, iron, and zinc, and contains various vitamins such as vitamin A, vitamin E, and B vitamins including vitamin B1, vitamin B2, and niacin. It also includes carbohydrates and crude ash."
Flat Snail,Animalia,Mollusca,Gastropoda,Mesogastropoda,Planorbidae,Planorbis,Flat Snail,"Snail meat is high in protein, containing various essential amino acids for the human body, including flavor-enhancing amino acids such as glutamic acid. It is rich in minerals like calcium, phosphorus, iron, and zinc, and contains various vitamins such as vitamin A, vitamin E, and B vitamins including vitamin B1, vitamin B2, and niacin. It also includes carbohydrates and crude ash."
Disc Snail,Animalia,Mollusca,Gastropoda,Mesogastropoda,Discidae,Discus,Disc Snail,"Snail meat is high in protein, containing various essential amino acids for the human body, including flavor-enhancing amino acids such as glutamic acid. It is rich in minerals like calcium, phosphorus, iron, and zinc, and contains various vitamins such as vitamin A, vitamin E, and B vitamins including vitamin B1, vitamin B2, and niacin. It also includes carbohydrates and crude ash."
Marsh Snail,Animalia,Mollusca,Gastropoda,Mesogastropoda,Bithyniidae,Bithynia,Marsh snail,"Snail meat is high in protein, containing various essential amino acids for the human body, including flavor-enhancing amino acids such as glutamic acid. It is rich in minerals like calcium, phosphorus, iron, and zinc, and contains various vitamins such as vitamin A, vitamin E, and B vitamins including vitamin B1, vitamin B2, and niacin. It also includes carbohydrates and crude ash."
Gray wolf,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Wolf,"Contains proteins, fats, vitamins, and minerals commonly found in other types of meat."
Dhole,Animalia,Chordata,Mammalia,Carnivora,Canidae,Cuon,Dhole,"Contains proteins, fats, vitamins, and minerals commonly found in other types of meat."
Small Indian mongoose,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,Small Indian mongoose,"Contains proteins, fats, vitamins, and minerals commonly found in other types of meat."
Coyote,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Coyote,"Contains proteins, fats, vitamins, and minerals commonly found in other types of meat."
Tibetan fox,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Tibetan fox,"Including protein, fat, various minerals, etc. It is believed to have the effects of tonifying deficiency, warming the middle, and detoxifying sores."
Ussuri raccoon dog,Animalia,Chordata,Mammalia,Carnivora,Canidae,Nyctereutes,Raccoon dog,"Contains proteins, fats, vitamins, and minerals commonly found in other types of meat."
Luhua chicken,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,Domestic chicken,"Rich in fats and proteins. Contains various vitamins such as Vitamin B group (including Vitamin B1, Vitamin B2, niacin, etc.), and Vitamin E. Contains minerals like iron, zinc, phosphorus, potassium, and selenium."
Snow hare,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Snow hare,"Rich in protein and low in fat. It also contains high levels of lysine and provides various vitamins and minerals such as vitamin B1, vitamin B2, niacin, phosphorus, potassium, magnesium, iron, and zinc."
Plateau hare,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Plateau hare,"Rich in protein and low in fat. It also contains high levels of lysine and provides various vitamins and minerals such as vitamin B1, vitamin B2, niacin, phosphorus, potassium, magnesium, iron, and zinc."
Blue peacock,Animalia,Chordata,Aves,Galliformes,Phasianidae,Pavo,Blue peacock,"Not only is it high in protein and of excellent quality, but it also contains abundant inorganic elements and trace elements such as zinc, aluminum, magnesium, phosphorus, iron, copper, and calcium. The content of vitamin A, vitamin E, and vitamin B2 in peacock liver far exceeds that of the chicken liver commonly consumed by people. Additionally, the bones of the blue peacock are also a highly nutritious ingredient, with bone calcium content as high as 20%, phosphorus at 9%, and a calcium-to-phosphorus ratio of 2.1:1, which is superior to the calcium-to-phosphorus ratio of milk and close to that of breast milk, making it an excellent source of calcium nutrition."
Sparrow,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,Sparrow,"Rich in high-quality protein, lecithin, cephalin, vitamin A, vitamin D, vitamin B1, vitamin B2, and minerals such as iron, phosphorus, and calcium"
Asian Blue Lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Lobster family,Lobster genus,Asian Blue Lobster,"Rich in protein and low in fat, containing abundant vitamin E, B vitamins such as vitamin B1, vitamin B2, and niacin, as well as minerals such as phosphorus, potassium, magnesium, calcium, iron, and zinc"
