实体A,实体B,关系,
小体鲟,硬骨鱼纲,属于,
小体鲟,鲟形目,属于,
小体鲟,鲟科,属于,
小体鲟,鲟属,属于,
小体鲟,小体鲟,属于,
小体鲟,蛋白质含量非常丰富,含有,
小体鲟,大约为16.1%至18.1%,含有,
小体鲟,含有人体必需的多种氨基酸,含有,
小体鲟,其中包括赖氨酸,含有,
小体鲟,亮氨酸,含有,
小体鲟,异亮氨酸,含有,
小体鲟,蛋氨酸,含有,
小体鲟,苏氨酸,含有,
小体鲟,色氨酸,含有,
小体鲟,苯丙氨酸和缬氨酸。还富含高度不饱和脂肪酸,含有,
小体鲟,包括被称为“脑黄金”的DHA(二十二碳六烯酸)和EPA(二十碳五烯酸),含有,
小体鲟,这些对心脑血管健康非常有益,含有,
小体鲟,可以帮助软化血管,含有,
小体鲟,促进大脑发育,含有,
小体鲟,提高记忆力。,含有,
俄罗斯鲟,动物界,属于,
俄罗斯鲟,脊索动物门,属于,
俄罗斯鲟,硬骨鱼纲,属于,
俄罗斯鲟,鲟形目,属于,
俄罗斯鲟,鲟科,属于,
俄罗斯鲟,鲟属,属于,
俄罗斯鲟,俄罗斯鲟,属于,
俄罗斯鲟,蛋白质含量非常丰富,含有,
俄罗斯鲟,大约为16.1%至18.1%,含有,
俄罗斯鲟,含有人体必需的多种氨基酸,含有,
俄罗斯鲟,其中包括赖氨酸,含有,
俄罗斯鲟,亮氨酸,含有,
俄罗斯鲟,异亮氨酸,含有,
俄罗斯鲟,蛋氨酸,含有,
俄罗斯鲟,苏氨酸,含有,
俄罗斯鲟,色氨酸,含有,
俄罗斯鲟,苯丙氨酸和缬氨酸。还富含高度不饱和脂肪酸,含有,
俄罗斯鲟,包括被称为“脑黄金”的DHA(二十二碳六烯酸)和EPA(二十碳五烯酸),含有,
俄罗斯鲟,这些对心脑血管健康非常有益,含有,
俄罗斯鲟,可以帮助软化血管,含有,
俄罗斯鲟,促进大脑发育,含有,
俄罗斯鲟,提高记忆力。,含有,
白鲟,动物界,属于,
白鲟,脊索动物门,属于,
白鲟,硬骨鱼纲,属于,
白鲟,鲟形目,属于,
白鲟,匙吻鲟科,属于,
白鲟,白鲟属,属于,
白鲟,白鲟,属于,
白鲟,蛋白质含量非常丰富,含有,
白鲟,大约为16.1%至18.1%,含有,
白鲟,含有人体必需的多种氨基酸,含有,
白鲟,其中包括赖氨酸,含有,
白鲟,亮氨酸,含有,
白鲟,异亮氨酸,含有,
白鲟,蛋氨酸,含有,
白鲟,苏氨酸,含有,
白鲟,色氨酸,含有,
白鲟,苯丙氨酸和缬氨酸。还富含高度不饱和脂肪酸,含有,
白鲟,包括被称为“脑黄金”的DHA(二十二碳六烯酸)和EPA(二十碳五烯酸),含有,
白鲟,这些对心脑血管健康非常有益,含有,
白鲟,可以帮助软化血管,含有,
白鲟,促进大脑发育,含有,
白鲟,提高记忆力。,含有,
闪光鲟,动物界,属于,
闪光鲟,脊索动物门,属于,
闪光鲟,硬骨鱼纲,属于,
闪光鲟,鲟形目,属于,
闪光鲟,鲟科,属于,
闪光鲟,鲟属,属于,
闪光鲟,闪光鲟,属于,
闪光鲟,蛋白质含量非常丰富,含有,
闪光鲟,大约为16.1%至18.1%,含有,
闪光鲟,含有人体必需的多种氨基酸,含有,
闪光鲟,其中包括赖氨酸,含有,
闪光鲟,亮氨酸,含有,
闪光鲟,异亮氨酸,含有,
闪光鲟,蛋氨酸,含有,
闪光鲟,苏氨酸,含有,
闪光鲟,色氨酸,含有,
闪光鲟,苯丙氨酸和缬氨酸。还富含高度不饱和脂肪酸,含有,
闪光鲟,包括被称为“脑黄金”的DHA(二十二碳六烯酸)和EPA(二十碳五烯酸),含有,
闪光鲟,这些对心脑血管健康非常有益,含有,
闪光鲟,可以帮助软化血管,含有,
闪光鲟,促进大脑发育,含有,
闪光鲟,提高记忆力。,含有,
裸腹鲟,动物界,属于,
裸腹鲟,脊索动物门,属于,
裸腹鲟,硬骨鱼纲,属于,
裸腹鲟,鲟形目,属于,
裸腹鲟,鲟科,属于,
裸腹鲟,鲟属,属于,
裸腹鲟,裸腹鲟,属于,
裸腹鲟,蛋白质含量非常丰富,含有,
裸腹鲟,大约为16.1%至18.1%,含有,
裸腹鲟,含有人体必需的多种氨基酸,含有,
裸腹鲟,其中包括赖氨酸,含有,
裸腹鲟,亮氨酸,含有,
裸腹鲟,异亮氨酸,含有,
裸腹鲟,蛋氨酸,含有,
裸腹鲟,苏氨酸,含有,
裸腹鲟,色氨酸,含有,
裸腹鲟,苯丙氨酸和缬氨酸。还富含高度不饱和脂肪酸,含有,
裸腹鲟,包括被称为“脑黄金”的DHA(二十二碳六烯酸)和EPA(二十碳五烯酸),含有,
裸腹鲟,这些对心脑血管健康非常有益,含有,
裸腹鲟,可以帮助软化血管,含有,
裸腹鲟,促进大脑发育,含有,
裸腹鲟,提高记忆力。,含有,
史氏鲟,动物界,属于,
史氏鲟,脊索动物门,属于,
史氏鲟,硬骨鱼纲,属于,
史氏鲟,鲟形目,属于,
史氏鲟,鲟科,属于,
史氏鲟,鲟属,属于,
史氏鲟,史氏鲟,属于,
史氏鲟,蛋白质含量非常丰富,含有,
史氏鲟,大约为16.1%至18.1%,含有,
史氏鲟,含有人体必需的多种氨基酸,含有,
史氏鲟,其中包括赖氨酸,含有,
史氏鲟,亮氨酸,含有,
史氏鲟,异亮氨酸,含有,
史氏鲟,蛋氨酸,含有,
史氏鲟,苏氨酸,含有,
史氏鲟,色氨酸,含有,
史氏鲟,苯丙氨酸和缬氨酸。还富含高度不饱和脂肪酸,含有,
史氏鲟,包括被称为“脑黄金”的DHA(二十二碳六烯酸)和EPA(二十碳五烯酸),含有,
史氏鲟,这些对心脑血管健康非常有益,含有,
史氏鲟,可以帮助软化血管,含有,
史氏鲟,促进大脑发育,含有,
史氏鲟,提高记忆力。,含有,
尼罗鳄,动物界,属于,
尼罗鳄,脊索动物门,属于,
尼罗鳄,爬行纲,属于,
尼罗鳄,鳄目,属于,
尼罗鳄,鳄科,属于,
尼罗鳄,鳄属,属于,
尼罗鳄,尼罗鳄,属于,
尼罗鳄,鳄鱼肉是蛋白质的优质来源,含有,
尼罗鳄,每100克鳄鱼肉中蛋白质含量约为17.80克。含有人体必需的多种氨基酸,含有,
尼罗鳄,其中包括赖氨酸,含有,
尼罗鳄,亮氨酸,含有,
尼罗鳄,蛋氨酸,含有,
尼罗鳄,含有对心脑血管有益的单不饱和脂肪酸（MUFA）和多不饱和脂肪酸（PUFA）,含有,
尼罗鳄,如ω-3和ω-6脂肪酸。鳄鱼肉含有多种维生素（如维生素A,含有,
尼罗鳄,E,含有,
尼罗鳄,B12）和矿物质（如钙,含有,
尼罗鳄,磷,含有,
尼罗鳄,铁,含有,
尼罗鳄,锌）,含有,
尼罗鳄,其中维生素B12和锌的含量尤其丰富,含有,
尼罗鳄,有助于支持免疫系统和皮肤健康。鳄鱼肉中的胶原蛋白含量较高。,含有,
湾鳄,动物界,属于,
湾鳄,脊索动物门,属于,
湾鳄,爬行纲,属于,
湾鳄,鳄目,属于,
湾鳄,鳄科,属于,
湾鳄,鳄属,属于,
湾鳄,湾鳄,属于,
湾鳄,鳄鱼肉是蛋白质的优质来源,含有,
湾鳄,每100克鳄鱼肉中蛋白质含量约为17.80克。含有人体必需的多种氨基酸,含有,
湾鳄,其中包括赖氨酸,含有,
湾鳄,亮氨酸,含有,
湾鳄,蛋氨酸,含有,
湾鳄,含有对心脑血管有益的单不饱和脂肪酸（MUFA）和多不饱和脂肪酸（PUFA）,含有,
湾鳄,如ω-3和ω-6脂肪酸。鳄鱼肉含有多种维生素（如维生素A,含有,
湾鳄,E,含有,
湾鳄,B12）和矿物质（如钙,含有,
湾鳄,磷,含有,
湾鳄,铁,含有,
湾鳄,锌）,含有,
湾鳄,其中维生素B12和锌的含量尤其丰富,含有,
湾鳄,有助于支持免疫系统和皮肤健康。鳄鱼肉中的胶原蛋白含量较高。,含有,
大鲵,动物界,属于,
大鲵,脊索动物门,属于,
大鲵,两栖纲,属于,
大鲵,有尾目,属于,
大鲵,隐鳃鲵科,属于,
大鲵,大鲵属,属于,
大鲵,大鲵,属于,
大鲵,大鲵肌肉和皮肤中蛋白质含量丰富,含有,
大鲵,占其干重的90%以上,含有,
大鲵,含有人体必需的多种氨基酸,含有,
大鲵,是优质蛋白质的来源。大鲵肌肉中的氨基酸种类齐全,含有,
大鲵,其中8种必需氨基酸占总氨基酸的比例高达44.40%。大鲵脂肪中的不饱和脂肪酸比例高,含有,
大鲵,特别是二十二碳六烯酸（DHA）,含有,
大鲵,对心脑血管健康有益。大鲵肌肉,含有,
大鲵,皮肤中含有多种矿物元素,含有,
大鲵,如钙,含有,
大鲵,磷,含有,
大鲵,钾,含有,
大鲵,钠,含有,
大鲵,镁,含有,
大鲵,锌,含有,
大鲵,铁,含有,
大鲵,铜,含有,
大鲵,锰,含有,
大鲵,硒,含有,
大鲵,其中硒的含量达到富硒标准,含有,
大鲵,对增强人体免疫力有积极作用。大鲵皮肤中含有大量的胶原蛋白,含有,
大鲵,明胶,含有,
大鲵,对皮肤健康和美容有积极效果。大鲵体内含有的活性肽和多聚糖肽,含有,
大鲵,具有调节免疫,含有,
大鲵,降低血压血脂,含有,
大鲵,改善眼角内膜,含有,
大鲵,缓解疲劳,含有,
鳗鱼,动物界,属于,
鳗鱼,脊索动物门,属于,
鳗鱼,硬骨鱼纲,属于,
鳗鱼,鳗鲡目,属于,
鳗鱼,鳗鲡科,属于,
鳗鱼,鳗鲡属,属于,
鳗鱼,鳗鱼,属于,
鳗鱼,具有丰富的蛋白质和脂肪,含有,
鳗鱼,含有维生素a,含有,
鳗鱼,维生素b,含有,
鳗鱼,维生素b12和维生素d,含有,
鳗鱼,还含有DHA和EPA,含有,
鳗鱼,钙,含有,
鳗鱼,磷,含有,
鳗鱼,铁,含有,
泥鳅,动物界,属于,
泥鳅,脊索动物门,属于,
泥鳅,硬骨鱼纲,属于,
泥鳅,鲤形目,属于,
泥鳅,鳅科,属于,
泥鳅,泥鳅属,属于,
泥鳅,泥鳅,属于,
泥鳅,蛋白质：20.8克,含有,
泥鳅,脂肪：3.9克,含有,
泥鳅,胆固醇：136毫克,含有,
泥鳅,钠：57.8毫克,含有,
泥鳅,硒：33.6微克,含有,
黄鳝,动物界,属于,
黄鳝,脊索动物门,属于,
黄鳝,辐鳍鱼纲,属于,
黄鳝,合鳃鱼目,属于,
黄鳝,合鳃鱼科,属于,
黄鳝,黄鳝属,属于,
黄鳝,黄鳝,属于,
黄鳝,蛋白质：18.0克,含有,
黄鳝,脂肪：1.4克,含有,
黄鳝,胆固醇：126毫克,含有,
黄鳝,钠：70毫克,含有,
黄鳝,硒：34.6微克,含有,
黄颡鱼,动物界,属于,
黄颡鱼,脊索动物门,属于,
黄颡鱼,辐鳍鱼纲,属于,
黄颡鱼,鲇形目,属于,
黄颡鱼,鲿科,属于,
黄颡鱼,黄颡鱼属,属于,
黄颡鱼,黄颡鱼,属于,
黄颡鱼,蛋白质含量丰富,含有,
黄颡鱼,钙,含有,
黄颡鱼,磷,含有,
黄颡鱼,钾,含有,
黄颡鱼,钠,含有,
黄颡鱼,镁,含有,
黄颡鱼,药用价值高,含有,
黑鱼,动物界,属于,
黑鱼,脊索动物门,属于,
黑鱼,辐鳍鱼纲,属于,
黑鱼,鲈形目,属于,
黑鱼,鳢科,属于,
黑鱼,鳢属,属于,
黑鱼,乌鳢,属于,
黑鱼,蛋白质：18.5克,含有,
黑鱼,脂肪：1.2克,含有,
黑鱼,胆固醇：91毫克,含有,
黑鱼,钠：49毫克,含有,
黑鱼,硒：24.6微克,含有,
鲳鱼,动物界,属于,
鲳鱼,脊索动物门,属于,
鲳鱼,辐鳍鱼纲,属于,
鲳鱼,鲈形目,属于,
鲳鱼,鲳科,属于,
鲳鱼,鲳属,属于,
鲳鱼,鲳鱼,属于,
鲳鱼,蛋白质：18.5克,含有,
鲳鱼,脂肪：7.3克,含有,
鲳鱼,胆固醇：77毫克,含有,
鲳鱼,钠：62毫克,含有,
鲳鱼,硒：27.2微克,含有,
鲂鱼,动物界,属于,
鲂鱼,脊索动物门,属于,
鲂鱼,硬骨鱼纲,属于,
鲂鱼,鲤形目,属于,
鲂鱼,鲤科,属于,
鲂鱼,鳊属,属于,
鲂鱼,鲂鱼,属于,
鲂鱼,蛋白质：19.6克,含有,
鲂鱼,脂肪：4.2克,含有,
鲂鱼,胆固醇：55毫克,含有,
鲂鱼,钠：110毫克,含有,
鲂鱼,镁：34毫克,含有,
鲂鱼,磷：200毫克,含有,
罗非鱼,动物界,属于,
罗非鱼,脊索动物门,属于,
罗非鱼,辐鳍鱼纲,属于,
罗非鱼,鲈形目,属于,
罗非鱼,丽鲷科,属于,
罗非鱼,罗非鱼属,属于,
罗非鱼,罗非鱼,属于,
罗非鱼,蛋白质：18.4克,含有,
罗非鱼,脂肪：1.5克,含有,
罗非鱼,胆固醇：78毫克,含有,
罗非鱼,钠：20毫克,含有,
罗非鱼,硒：22.6微克,含有,
鲥鱼,动物界,属于,
鲥鱼,脊索动物门,属于,
鲥鱼,硬骨鱼纲,属于,
鲥鱼,鲱形目,属于,
鲥鱼,鲱科,属于,
鲥鱼,鲥属,属于,
鲥鱼,鲥鱼,属于,
鲥鱼,丰富的蛋白质,含有,
鲥鱼,脂肪,含有,
鲥鱼,核黄素,含有,
鲥鱼,尼克酸,含有,
鲥鱼,钙,含有,
鲥鱼,磷,含有,
鲥鱼,铁。脂肪含量高,含有,
鲥鱼,富含不饱和脂肪酸,含有,
鲥鱼,有助于降低胆固醇,含有,
鳓鱼,动物界,属于,
鳓鱼,脊索动物门,属于,
鳓鱼,硬骨鱼纲,属于,
鳓鱼,鲱形目,属于,
鳓鱼,锯腹鳓科,属于,
鳓鱼,鳓属,属于,
鳓鱼,鳓鱼,属于,
鳓鱼,蛋白质,含有,
鳓鱼,脂肪,含有,
鳓鱼,维生素B1,含有,
鳓鱼,B2和烟酸,含有,
鳓鱼,钙,含有,
鳓鱼,磷,含有,
鳓鱼,铁,含有,
鳓鱼,有助于降低胆固醇,含有,
黄花鱼,动物界,属于,
黄花鱼,脊索动物门,属于,
黄花鱼,硬骨鱼纲,属于,
黄花鱼,鲈形目,属于,
黄花鱼,石首鱼科,属于,
黄花鱼,黄鱼属,属于,
黄花鱼,黄花鱼,属于,
黄花鱼,蛋白质：17.9克,含有,
黄花鱼,脂肪：3.0克,含有,
黄花鱼,胆固醇：74毫克,含有,
黄花鱼,钠：103毫克,含有,
黄花鱼,硒：55.2微克,含有,
带鱼,动物界,属于,
带鱼,脊索动物门,属于,
带鱼,硬骨鱼纲,属于,
带鱼,鲈形目,属于,
带鱼,带鱼科,属于,
带鱼,带鱼属,属于,
带鱼,带鱼,属于,
带鱼,蛋白质：17.7克,含有,
带鱼,脂肪：4.9克,含有,
带鱼,胆固醇：76毫克,含有,
带鱼,钠：150毫克,含有,
带鱼,硒：36.6微克,含有,
狗獾,动物界,属于,
狗獾,脊索动物门,属于,
狗獾,哺乳纲,属于,
狗獾,食肉目,属于,
狗獾,鼬科,属于,
狗獾,狗獾属,属于,
狗獾,狗獾,属于,
狗獾,蛋白质,含有,
狗獾,维生素B群,含有,
狗獾,维生素E,含有,
狗獾,钙,含有,
狗獾,铁,含有,
猪獾,动物界,属于,
猪獾,脊索动物门,属于,
猪獾,哺乳纲,属于,
猪獾,食肉目,属于,
猪獾,鼬科,属于,
猪獾,猪獾属,属于,
猪獾,猪獾,属于,
猪獾,猪獾肉含有蛋白质,含有,
猪獾,维生素B群,含有,
猪獾,维生素E,含有,
猪獾,钙,含有,
猪獾,铁,含有,
黄鼬,动物界,属于,
黄鼬,脊索动物门,属于,
黄鼬,哺乳纲,属于,
黄鼬,食肉目,属于,
黄鼬,鼬科,属于,
黄鼬,鼬属,属于,
黄鼬,黄鼬,属于,
黄鼬,蛋白质,含有,
黄鼬,脂肪,含有,
黄鼬,维生素和矿物质,含有,
竹鼠,动物界,属于,
竹鼠,脊索动物门,属于,
竹鼠,哺乳纲,属于,
竹鼠,啮齿目,属于,
竹鼠,竹鼠科,属于,
竹鼠,竹鼠属,属于,
竹鼠,竹鼠,属于,
竹鼠,营养成分包括粗蛋白质57.78%,含有,
竹鼠,粗脂肪20.54%,含有,
竹鼠,炭份17.36%,含有,
竹鼠,粗纤维0.84%,含有,
竹鼠,水分3.84%,含有,
竹鼠,还富含磷,含有,
竹鼠,钙,含有,
竹鼠,维生素E,含有,
竹鼠,氨基酸,含有,
竹鼠,其中赖氨酸,含有,
竹鼠,亮氨酸,含有,
竹鼠,蛋氨酸的含量比常见家禽家畜要高,含有,
中华鼢鼠,动物界,属于,
中华鼢鼠,脊索动物门,属于,
中华鼢鼠,哺乳纲,属于,
中华鼢鼠,啮齿目,属于,
中华鼢鼠,仓鼠科,属于,
中华鼢鼠,鼢鼠属,属于,
中华鼢鼠,中华鼢鼠,属于,
中华鼢鼠,较丰富的蛋白质,含有,
中华鼢鼠,同时富含一些矿物质和维生素。,含有,
麝鼠,动物界,属于,
麝鼠,脊索动物门,属于,
麝鼠,哺乳纲,属于,
麝鼠,啮齿目,属于,
麝鼠,仓鼠科,属于,
麝鼠,麝鼠属,属于,
麝鼠,麝鼠,属于,
麝鼠,蛋白质含量约为20.1%,含有,
麝鼠,脂肪含量仅有3.9%,含有,
麝鼠,矿物质丰富,含有,
麝鼠,肉质细嫩,含有,
野牦牛,动物界,属于,
野牦牛,脊索动物门,属于,
野牦牛,哺乳纲,属于,
野牦牛,偶蹄目,属于,
野牦牛,牛科,属于,
野牦牛,牛属,属于,
野牦牛,牦牛,属于,
野牦牛,是一种高蛋白,含有,
野牦牛,低脂肪的肉类,含有,
野牦牛,含有丰富的氨基酸,含有,
野牦牛,维生素B群,含有,
野牦牛,铁,含有,
野牦牛,锌和磷。,含有,
黄牛,动物界,属于,
黄牛,脊索动物门,属于,
黄牛,哺乳纲,属于,
黄牛,偶蹄目,属于,
黄牛,牛科,属于,
黄牛,牛属,属于,
黄牛,黄牛,属于,
黄牛,是一种高蛋白,含有,
黄牛,低脂肪的肉类,含有,
黄牛,含有丰富的氨基酸,含有,
黄牛,维生素B群,含有,
黄牛,铁,含有,
黄牛,锌和磷。,含有,
藏绵羊,动物界,属于,
藏绵羊,脊索动物门,属于,
藏绵羊,哺乳纲,属于,
藏绵羊,偶蹄目,属于,
藏绵羊,牛科,属于,
藏绵羊,绵羊属,属于,
藏绵羊,藏绵羊,属于,
藏绵羊,高质量的蛋白质和必需氨基酸,含有,
藏绵羊,同时也含有维生素B群,含有,
藏绵羊,铁,含有,
藏绵羊,锌和磷,含有,
藏绵羊,但同时也提供必需的脂肪酸,含有,
藏野驴,动物界,属于,
藏野驴,脊索动物门,属于,
藏野驴,哺乳纲,属于,
藏野驴,奇蹄目,属于,
藏野驴,马科,属于,
藏野驴,马属,属于,
藏野驴,藏野驴,属于,
藏野驴,高蛋白,含有,
藏野驴,高必需氨基酸,含有,
藏野驴,高必需脂肪酸；低脂肪,含有,
藏野驴,低胆固醇,含有,
藏野驴,低热量。驴肉的氨基酸和脂肪酸组成理想,含有,
藏野驴,矿物元素中铁的含量明显高于其他畜禽肉,含有,
岩羊,动物界,属于,
岩羊,脊索动物门,属于,
岩羊,哺乳纲,属于,
岩羊,偶蹄目,属于,
岩羊,牛科,属于,
岩羊,岩羊属,属于,
岩羊,岩羊,属于,
岩羊,高质量的蛋白质和必需氨基酸,含有,
岩羊,同时也含有维生素B群,含有,
岩羊,铁,含有,
岩羊,锌和磷,含有,
岩羊,但同时也提供必需的脂肪酸,含有,
蚂蚁,动物界,属于,
蚂蚁,节肢动物门,属于,
蚂蚁,昆虫纲,属于,
蚂蚁,膜翅目,属于,
蚂蚁,蚁科,属于,
蚂蚁,蚁属,属于,
蚂蚁,蚂蚁,属于,
蚂蚁,蛋白质含量非常高,含有,
蚂蚁,含有多种人体必需的氨基酸,含有,
蚂蚁,其中包括28种游离氨基酸。蚂蚁中含有丰富的维生素,含有,
蚂蚁,包括维生素B1,含有,
蚂蚁,B2,含有,
蚂蚁,B12,含有,
蚂蚁,C,含有,
蚂蚁,D,含有,
蚂蚁,E,含有,
蚂蚁,铁,含有,
蚂蚁,磷,含有,
蚂蚁,锰,含有,
蚂蚁,硒,含有,
蚂蚁,锌,含有,
蚂蚁,特别是锌的含量非常丰富,含有,
蚂蚁,每千克含锌量达到120-198毫克。蚂蚁还含有三萜类化合物,含有,
蚂蚁,蚁酸,含有,
蚂蚁,三磷酸腺苷（ATP）,含有,
蚂蚁,草体蚁醛,含有,
蚂蚁,白细胞介素-2,含有,
野骆驼,动物界,属于,
野骆驼,脊索动物门,属于,
野骆驼,哺乳纲,属于,
野骆驼,偶蹄目,属于,
野骆驼,骆驼科,属于,
野骆驼,骆驼属,属于,
野骆驼,野骆驼,属于,
野骆驼,其肉含有蛋白质,含有,
野骆驼,脂肪,含有,
野骆驼,维生素和矿物质,含有,
野骆驼,含有乳铁蛋白,含有,
野骆驼,氨基酸,含有,
野骆驼,不饱和脂肪酸,含有,
野骆驼,维生素C,含有,
野骆驼,维生素E,含有,
野骆驼,镁,含有,
野骆驼,具有抗氧化,含有,
野骆驼,治疗糖尿病,含有,
野骆驼,免疫调节,含有,
野骆驼,保肝,含有,
鸵鸟,动物界,属于,
鸵鸟,脊索动物门,属于,
鸵鸟,鸟纲,属于,
鸵鸟,鸵鸟目,属于,
鸵鸟,鸵鸟科,属于,
鸵鸟,鸵鸟属,属于,
鸵鸟,鸵鸟,属于,
鸵鸟,被认为是一种高蛋白,含有,
鸵鸟,低脂肪,含有,
鸵鸟,低胆固醇,含有,
鸵鸟,低热量的食材。鸵鸟肉的蛋白质含量约为21.8g/100g,含有,
鸵鸟,而脂肪含量仅为1.9g/100g。它还含有丰富的铁,含有,
鸵鸟,钙,含有,
鸵鸟,锌,含有,
鸵鸟,硒,含有,
鸵鸟,27种人体必需的氨基酸。,含有,
鸸鹋,动物界,属于,
鸸鹋,脊索动物门,属于,
鸸鹋,鸟纲,属于,
鸸鹋,鹤鸵目,属于,
鸸鹋,鸸鹋科,属于,
鸸鹋,鸸鹋属,属于,
鸸鹋,鸸鹋,属于,
鸸鹋,鸸鹋蛋营养丰富,含有,
鸸鹋,胆固醇含量较低,含有,
